0,1,2,3,4,5
22,9,15,15,2,100
11,20,1,10,13,15
20,12,8,7,11,83
8,2,19,7,13,28
24,10,9,14,17,67
5,8,15,6,19,49
21,10,8,6,6,93
12,10,4,1,16,94
25,20,7,9,14,40
18,7,1,4,1,58
10,12,17,11,10,8
4,7,9,14,4,94
21,15,4,9,17,31
19,14,3,3,17,96
14,11,2,4,14,94
8,3,18,5,11,87
19,14,13,12,17,16
10,12,2,5,2,10
1,18,3,3,12,11
8,5,2,11,10,7
5,13,2,9,4,72
10,2,17,14,20,54
6,19,17,14,14,31
8,11,20,13,18,71
23,12,7,1,7,36
20,8,20,1,6,3
2,2,16,5,10,35
18,17,14,7,5,99
19,15,9,8,19,98
3,1,9,9,9,87
6,3,15,6,18,72
23,16,6,11,10,67
20,10,4,15,18,60
13,16,14,13,13,32
15,12,5,15,5,5
2,5,7,3,17,56
6,20,3,11,10,84
23,6,5,11,16,2
22,15,9,6,3,1
19,19,12,10,4,8
24,7,5,7,16,41
9,16,12,6,14,53
7,6,19,8,13,54
10,19,20,13,11,94
11,7,13,14,6,48
2,2,6,8,3,81
8,12,16,5,14,41
4,12,6,2,15,90
17,11,9,7,15,31
2,20,17,9,9,43
13,17,4,3,9,78
3,1,1,6,17,55
1,6,18,4,4,52
13,8,2,13,19,37
24,7,8,2,16,96
21,15,4,6,8,72
9,12,5,14,4,81
20,17,18,13,15,14
9,14,1,3,2,51
1,12,17,3,10,64
6,11,19,14,6,18
16,11,1,5,17,65
12,16,1,12,5,27
5,6,20,5,20,33
22,10,16,8,7,86
22,12,16,7,13,13
19,13,4,9,9,32
20,5,19,12,11,64
18,2,1,15,13,40
22,14,9,3,12,87
5,5,11,10,8,23
14,8,7,2,8,15
10,13,19,14,9,2
19,12,15,14,6,88
5,4,1,3,18,44
1,17,20,3,3,7
20,2,6,3,15,94
2,20,6,3,3,14
6,13,17,15,11,54
2,20,10,15,9,47
8,16,16,15,14,70
18,5,11,14,3,98
22,14,17,2,8,51
7,3,3,6,13,85
14,1,16,3,10,4
17,15,11,9,19,64
8,1,9,9,1,3
13,2,8,9,8,36
11,12,10,10,12,74
21,17,15,11,20,44
1,13,10,11,1,8
2,10,1,12,10,21
19,7,3,6,12,22
23,7,13,13,8,16
6,5,13,5,5,44
16,12,16,5,10,88
10,11,17,10,12,27
7,15,13,11,17,17
18,15,15,7,14,23
25,14,19,12,1,56
25,3,7,12,14,96
11,13,6,14,4,69
2,16,3,7,1,32
23,20,6,2,4,59
11,3,4,5,14,56
20,20,10,1,13,84
24,13,16,6,1,92
5,8,7,4,19,19
5,18,19,5,19,14
5,15,16,6,1,21
23,10,20,8,17,32
1,12,4,13,13,36
24,2,15,5,5,25
1,20,2,11,11,53
14,13,7,4,18,79
9,10,8,10,4,36
6,9,8,11,2,80
3,5,13,3,7,69
19,7,8,3,9,11
5,12,3,3,2,52
16,20,13,8,1,97
18,13,17,12,8,18
1,2,15,8,11,1
7,5,19,1,12,19
23,11,10,12,8,51
23,15,2,8,17,42
24,6,14,5,15,13
10,10,6,4,10,77
6,18,1,11,5,24
9,3,14,10,14,93
25,9,19,3,16,67
16,11,12,6,10,58
25,11,8,10,14,89
11,1,6,13,6,10
21,1,4,1,5,38
5,11,18,8,10,13
9,10,3,3,7,4
5,16,15,12,11,60
22,13,1,7,16,98
14,1,19,14,4,95
18,18,6,10,11,15
17,9,17,6,11,3
10,11,11,9,9,13
23,16,5,15,19,52
18,4,5,3,13,68
22,10,5,2,17,95
19,3,16,5,16,6
14,20,8,14,10,57
16,19,4,8,1,14
14,8,18,13,5,82
12,16,11,7,5,67
18,8,2,3,19,29
16,12,20,10,16,29
3,11,19,1,3,39
25,19,18,4,6,34
15,13,10,2,16,26
6,5,13,4,10,91
17,20,14,11,1,49
6,19,12,6,11,54
22,5,4,4,20,70
3,4,14,9,11,1
21,16,5,3,14,74
15,12,5,8,17,86
9,14,4,10,9,34
10,15,11,14,11,82
10,20,6,10,18,28
10,13,3,4,12,8
3,13,19,7,7,87
9,10,20,7,16,8
23,8,15,15,11,25
21,7,4,1,16,13
